## 000_summary
{"Max Test Count": 2, "Max Train Count": 7, "Max Train Size": 30, "Min Train Count": 2, "Min Train Size": 1, "Total cases": 400}
## 001_00576224
{"test": [{"input": [[3, 2],
                     [7, 8]]}],
 "train": [{"input": [[8, 6],
                      [6, 4]],
            "output": [[8, 6, 8, 6, 8, 6],
                       [6, 4, 6, 4, 6, 4],
                       [6, 8, 6, 8, 6, 8],
                       [4, 6, 4, 6, 4, 6],
                       [8, 6, 8, 6, 8, 6],
                       [6, 4, 6, 4, 6, 4]]},
           {"input": [[7, 9],
                      [4, 3]],
            "output": [[7, 9, 7, 9, 7, 9],
                       [4, 3, 4, 3, 4, 3],
                       [9, 7, 9, 7, 9, 7],
                       [3, 4, 3, 4, 3, 4],
                       [7, 9, 7, 9, 7, 9],
                       [4, 3, 4, 3, 4, 3]]}]}
## 002_009d5c81
{"test": [{"input": [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8],
                     [0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 8, 0, 8],
                     [0, 0, 0, 0, 0, 8, 0, 8, 0, 8, 0, 0, 0, 8],
                     [0, 0, 0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                     [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]}],
 "train": [{"input": [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 8, 8, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0],
                      [0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 8, 8, 0, 8, 0, 0, 8, 8, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 8, 8, 8, 0],
                      [0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0],
                      [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]],
            "output": [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0],
                       [0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 2, 0],
                       [0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]},
           {"input": [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 8, 8, 0, 8, 0, 8, 8, 0, 0, 0],
                      [0, 0, 0, 0, 8, 0, 8, 0, 8, 0, 8, 0, 0, 0],
                      [0, 0, 0, 0, 8, 8, 0, 8, 0, 8, 8, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]],
            "output": [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 3, 3, 0, 3, 0, 3, 3, 0, 0, 0],
                       [0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0],
                       [0, 0, 0, 0, 3, 3, 0, 3, 0, 3, 3, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]},
           {"input": [[0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0],
                      [0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 0, 0, 0],
                      [0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0],
                      [0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 0, 0, 0],
                      [0, 8, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]],
            "output": [[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0],
                       [0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0],
                       [0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0],
                       [0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0],
                       [0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
                       [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]},
           {"input": [[0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0],
                      [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0],
